act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,source,page,source_status,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A00234,AG0020,AT01,W0114,,1970..1975,1970..1975,NULL,NULL,W0420,136,NULL,NULL,,,2018-02-16,OS,2020-04-04,DP
A00235,AG0124,AT05,W0059,,1966,1976,NULL,NULL,W0474,8,NULL,NULL,,,2018-02-16,OS,2020-04-04,DP
A00236,AG0156,AT05,W0059,,1966,1976,NULL,NULL,W0435,327,NULL,NULL,,,2018-02-16,OS,2020-04-04,DP
A00237,AG0242,AT01,W0116,,1972,1972,NULL,NULL,W0500,67,NULL,NULL,,,2018-02-16,OS,2020-12-14,MG
A00238,AG0242,AT05,W0117,,1972,1972,NULL,NULL,W0500,42,NULL,NULL,,,2018-02-16,OS,2020-12-14,MG
A00239,AG0124,AT05,W0059,,1966,1976,NULL,NULL,W0474,10,NULL,NULL,,,2018-02-19,OS,2020-04-04,DP
A00240,AG0020,AT01,W0121,,1970..1975,1970..1975,NULL,NULL,W0420,136,NULL,NULL,,,2018-02-19,OS,2020-04-04,DP
A00241,AG0626,AT17,W0122,AG0626,1968,1974,NULL,NULL,W0419,573,NULL,NULL,,,2018-02-19,OS,2020-12-14,MG
A00242,AG0249,AT15,W0124,,1963..1973,1963..1973,NULL,NULL,W0433,ONLINE SOURCE,NULL,NULL,,,2018-02-27,OS,2020-04-04,DP
A00243,AG0250,AT11,W0414,,1972,1979,NULL,NULL,W0498,279,NULL,NULL,unknown work by: AG0248 G10,,2018-02-27,OS,2020-12-14,MG
A00244,AG0253,AT03,W0125,AG0252,1974,1974,NULL,NULL,W0499,295,NULL,NULL,,,2018-02-27,OS,2020-04-04,DP
A00245,AG0114,AT01,W0126,,1970?,1970?,NULL,NULL,W0429,13,NULL,NULL,,pls check the date of reading in the source. Read during rustication?,2018-02-28,OS,2020-12-14,MG
A00246,AG0257,AT01,W0127,,1958,1960,NULL,NULL,W0511,103,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00247,AG0257,AT01,W0128,,1958,1960,NULL,NULL,W0511,103,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00248,AG0257,AT01,W0414,,1958,1960,NULL,NULL,W0511,103,NULL,NULL,unknown work by: AG0256 G03,,2018-03-09,MG,2020-12-14,MG
A00249,AG0259,AT03,W0127,AG0257,1958,1960,NULL,NULL,W0511,103,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00250,AG0259,AT03,W0128,AG0257,1958,1960,NULL,NULL,W0511,103,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00251,AG0259,AT03,W0414,AG0257,1958,1960,NULL,NULL,W0511,103,NULL,NULL,unknown work by: AG0256 G03,,2018-03-09,MG,2020-12-14,MG
A00252,AG0257,AT22,W0129,,1968,1970,NULL,NULL,W0511,238,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00253,AG0260,AT01,W0038,,1968,1970,NULL,NULL,W0511,239,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00254,AG0260,AT01,W0130,,1968,1970,NULL,NULL,W0511,239,NULL,NULL,,,2018-03-09,MG,2020-12-14,MG
A00255,AG0260,AT01,W0131,,1968,1970,NULL,NULL,W0511,253,NULL,NULL,,,2018-03-12,MG,2020-12-14,MG
A00256,AG0257,AT11,W0132,,1958,1960,NULL,NULL,W0511,169,NULL,NULL,,,2018-03-12,MG,2020-12-14,MG
A00257,AG0257,AT11,W0133,,1957,19xx,NULL,NULL,W0511,301,NULL,NULL,,,2018-03-12,MG,2020-04-04,DP
A00258,AG0265,AT12,W0414,,1966,1966,NULL,NULL,W0511,205,NULL,NULL,unknown work by: AG0626 G28,a collection of thousands of rare manuscript sutras,2018-03-12,MG,2020-04-04,DP
A00259,AG0267,AT17,W0134,AG0257,1968,1970,NULL,NULL,W0511,246f,NULL,NULL,,,2018-03-13,MG,2020-12-14,MG
A00260,AG0258,AT22,W0511,,1969,1970,NULL,NULL,W0511,284f,NULL,NULL,,,2018-03-13,MG,2020-12-14,MG
A00261,AG0258,AT23,W0002,,1970,1973,NULL,NULL,W0511,300,NULL,NULL,,,2018-03-13,MG,2020-12-14,MG
A00262,AG0257,AT23,W0002,,1970,1973,NULL,NULL,W0511,300,NULL,NULL,,,2018-03-13,MG,2020-12-14,MG
A00263,AG0257,AT01,W0135,,1970,1973,NULL,NULL,W0511,301,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00264,AG0257,AT01,W0414,,1973,1973,NULL,NULL,W0511,311f,NULL,NULL,unknown work by: AG0256 G15,,2018-03-13,MG,2020-04-04,DP
A00265,AG0258,AT01,W0414,,1973,1973,NULL,NULL,W0511,311f,NULL,NULL,unknown work by: AG0256 G15,,2018-03-13,MG,2020-04-04,DP
A00266,AG0267,AT16,W0414,,1973,1973,NULL,NULL,W0511,311f,NULL,NULL,unknown work by: AG0256 G15,,2018-03-13,MG,2020-04-04,DP
A00267,AG0257,AT01,W0136,,1974,1978,NULL,NULL,W0511,329,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00268,AG0258,AT01,W0137,,1974,1978,NULL,NULL,W0511,326,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00269,AG0268,AT01,W0138,,1974,1978,NULL,NULL,W0511,326,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00270,AG0268,AT01,W0139,,1974,1974,NULL,NULL,W0511,326,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00271,AG0257,AT11,W0140,,19xx,19xx,NULL,NULL,W0511,348,NULL,NULL,,,2018-03-13,MG,2020-04-04,DP
A00272,AG0114,AT01,W0141,,1944..,1944..,NULL,NULL,W0429,56,NULL,NULL,,,2018-03-17,WH,2020-04-04,DP
A00273,AG0011,AT05,W0535,,1953..,1953..,NULL,NULL,W0429,56,NULL,NULL,,,2018-03-17,WH,2020-04-04,DP
A00274,AG0029,AT05,W0081,,1964~,[1966..1970],NULL,NULL,W0428,118f,NULL,NULL,,,2018-03-17,WH,2020-04-04,DP
A00275,AG0103,AT24,W0082,,[1968..1974],[1968..1974],NULL,NULL,W0419,572,NULL,NULL,,MG: Same discussion as in A00284. Maybe we should check this again.,2018-03-28,WH,2020-12-14,MG
A00276,AG0029,AT05,W0414,,..1966,..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0277,,2018-03-28,WH,2020-12-14,MG
A00277,AG0114,AT04,W0414,,1944..,1944..,NULL,NULL,W0429,57,NULL,NULL,unknown work by: AG0278,,2018-03-28,WH,2020-04-04,DP
A00278,AG0114,AT01,W0142,,1944..,1944..,NULL,NULL,W0429,206,NULL,NULL,,,2018-03-28,WH,2020-04-04,DP
A00279,AG0114,AT05,W0143,,1944..,1944..,NULL,NULL,W0429,13,NULL,NULL,,,2018-03-28,WH,2020-04-04,DP
A00280,AG0626,AT17,W0084,AG0214,[1966..1976],[1966..1976],NULL,NULL,W0495,121,NULL,NULL,,,2018-03-28,WH,2020-04-04,DP
A00281,AG0029,AT17,W0084,,[1969..1971],[1969..1971,NULL,NULL,W0428,122,NULL,NULL,,,2018-03-28,WH,2020-12-14,MG
A00282,AG0003,AT17,W0084,,[1970..1974~],[1970..1974~],NULL,NULL,W0486,121,NULL,NULL,,,2018-04-06,WH,2020-12-14,MG
A00283,AG0037,AT17,W0084,,1964~,1972~,NULL,NULL,W0445,,NULL,NULL,,,2018-04-06,WH,2020-12-14,MG
A00284,AG0626,AT17,W0084,,[1968..1974],[1968..1974],NULL,NULL,W0421,572,NULL,NULL,,see A00275,2018-04-06,WH,2020-12-14,MG
A00285,AG0114,AT01,W0144,,1952~,1952~,NULL,NULL,W0429,56,NULL,NULL,,,2018-04-11,WH,2020-04-04,DP
A00286,AG0114,AT01,W0145,,1952~,1952~,NULL,NULL,W0429,56,NULL,NULL,,,2018-04-11,WH,2020-04-04,DP
A00287,AG0213,AT24,W0146,,1970,1970,NULL,NULL,W0433,ONLINE SOURCE,NULL,NULL,,,2018-04-11,WH,2020-12-14,MG
A00288,AG0003,AT17,W0536,,1971..,1971..,NULL,NULL,W0486,142,NULL,NULL,,,2018-04-11,WH,2020-12-14,MG
A00289,AG0003,AT17,W0537,,1971..,1971..,NULL,NULL,W0486,144,NULL,NULL,,,2018-04-11,WH,2020-12-14,MG
A00290,AG0117,AT05,W0414,,[1975..1979],[1975..1979],NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0464,,2018-04-11,WH,2020-04-04,DP
A00291,AG0626,AT17,W0147,,1968,1968,NULL,NULL,W0512,403,NULL,NULL,,,2018-03-17,MG,2020-12-14,MG
A00292,AG0282,AT17,W0149,,1968,1969,NULL,NULL,W0512,424,NULL,NULL,,,2018-03-17,MG,2020-12-14,MG
A00293,AG0282,AT01,W0414,,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0138,DP: See #397 ?,2018-03-21,MG,2020-04-04,DP
A00294,AG0284,AT03,W0414,AG0282,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0138,,2018-03-21,MG,2020-04-04,DP
A00295,AG0284,AT03,W0414,AG0282,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0285,,2018-03-21,MG,2020-04-04,DP
A00296,AG0284,AT03,W0414,AG0282,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0286,,2018-03-21,MG,2020-04-04,DP
A00297,AG0284,AT03,W0414,AG0282,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0287,,2018-03-21,MG,2020-04-04,DP
A00298,AG0282,AT01,W0414,,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0287,,2018-03-21,MG,2020-04-04,DP
A00299,AG0282,AT01,W0038,,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,,,2018-03-23,MG,2020-04-04,DP
A00300,AG0282,AT23,W0534,,1970~,1977?,NULL,NULL,W0512,454,NULL,NULL,,,2018-03-23,MG,2020-12-16,MG
A00301,AG0282,AT23,W0535,,1970~,1977?,NULL,NULL,W0512,454,NULL,NULL,,,2018-03-23,MG,2020-12-16,MG
A00302,AG0290,AT03,W0534,AG0282,1970~,1977?,NULL,NULL,W0512,454,NULL,NULL,,,2018-03-23,MG,2020-12-16,MG
A00303,AG0290,AT03,W0535,AG0282,1970~,1977?,NULL,NULL,W0512,454,NULL,NULL,,,2018-03-23,MG,2020-12-16,MG
A00304,AG0284,AT17,W0150,,1966?,1977?,NULL,NULL,W0512,641,NULL,NULL,,,2018-03-23,MG,2020-04-04,DP
A00305,AG0291,AT05,W0104,,1970?,1971?,NULL,NULL,W0513,106,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00306,AG0291,AT01,W0050,,1971,1971,NULL,NULL,W0513,107,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00307,AG0291,AT01,W0151,,1974,1974,NULL,NULL,W0513,8,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00308,AG0291,AT01,W0152,,1974,1974,NULL,NULL,W0513,8,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00309,AG0291,AT20,W0536,,1968~,196x,NULL,NULL,W0513,79,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00310,AG0291,AT04,W0536,,1968~,196x,NULL,NULL,W0513,80,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00311,AG0291,AT13,W0513,,1968?,1969?,NULL,NULL,W0513,85,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00312,AG0291,AT05,W0153,,19xx,19xx,NULL,NULL,W0513,127,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00313,AG0291,AT01,W0050,,197x,1972,NULL,NULL,W0513,131,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00314,AG0291,AT17,W0154,,1972,1972,NULL,NULL,W0513,133,NULL,NULL,,,2018-03-27,MG,2020-04-04,DP
A00315,AG0626,AT20,W0537,,1971,1971,NULL,NULL,W0513,107,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00316,AG0291,AT23,W0537,,1971,1971,NULL,NULL,W0513,107,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00317,AG0291,AT01,W0414,,1970?,197x,NULL,NULL,W0513,129,NULL,NULL,unknown work about AG0157 G02,,2018-04-03,MG,2020-04-04,DP
A00318,AG0291,AT01,W0414,,1970?,197x,NULL,NULL,W0513,129,NULL,NULL,unknown work about AG0229 G02,,2018-04-03,MG,2020-04-04,DP
A00319,AG0291,AT01,W0414,,1970?,197x,NULL,NULL,W0513,129,NULL,NULL,unknown work about AG0158 G02,,2018-04-03,MG,2020-04-04,DP
A00320,AG0291,AT01,W0414,,1970?,197x,NULL,NULL,W0513,129,NULL,NULL,unknown work about AG0169 G02,,2018-04-03,MG,2020-04-04,DP
A00321,AG0291,AT01,W0002,,1971,1971,NULL,NULL,W0513,133,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00322,AG0291,AT23,W0554,AG0635,1971,197x,NULL,NULL,W0513,133f,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00323,AG0291,AT01,W0414,,197x,197x,NULL,NULL,W0513,153,NULL,NULL,unknown work & an English Bible G32,,2018-04-03,MG,2020-04-04,DP
A00324,AG0296,AT03,W0414,AG0291,197x,197x,NULL,NULL,W0513,153,NULL,NULL,unknown work & an English Bible G32,,2018-04-03,MG,2020-04-04,DP
A00325,AG0291,AT01,W0078,,1970,197x,NULL,NULL,W0513,160f,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00326,AG0291,AT01,W0155,,197x,197x,NULL,NULL,W0513,188,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00327,AG0291,AT01,W0414,,197x,197x,NULL,NULL,W0513,188,NULL,NULL,unknown work & Rodin‘s biography G02,,2018-04-03,MG,2020-04-04,DP
A00328,AG0298,AT03,W0155,AG0291,197x,197x,NULL,NULL,W0513,188,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00329,AG0298,AT03,W0414,AG0291,197x,197x,NULL,NULL,W0513,188,NULL,NULL,unknown work & Rodin‘s biography G02,Rodin‘s biography,2018-04-03,MG,2020-04-04,DP
A00330,AG0626,AT03,W0156,AG0291,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,bad pointer see GH #300,2018-04-03,MG,2020-04-04,DP
A00331,AG0291,AT01,W0156,,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00332,AG0626,AT03,W0157,AG0291,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00333,AG0291,AT01,W0157,,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00334,AG0291,AT01,W0158,,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-05,MG,2020-04-04,DP
A00335,AG0626,AT03,W0158,AG0291,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-05,MG,2020-04-04,DP
A00336,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0138,,2018-04-06,MG,2020-12-16,MG
A00337,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0138,,2018-04-06,MG,2020-04-04,DP
A00338,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0283,,2018-04-06,MG,2020-04-04,DP
A00339,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0129,,2018-04-06,MG,2020-04-04,DP
A00340,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0264,,2018-04-06,MG,2020-04-04,DP
A00341,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0285,,2018-04-06,MG,2020-04-04,DP
A00342,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0237,,2018-04-06,MG,2020-04-04,DP
A00343,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0090,,2018-04-06,MG,2020-04-04,DP
A00344,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0165,,2018-04-06,MG,2020-04-04,DP
A00345,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0209,,2018-04-06,MG,2020-04-04,DP
A00346,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0230,,2018-04-06,MG,2020-04-04,DP
A00347,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0301,,2018-04-06,MG,2020-04-04,DP
A00348,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0302,,2018-04-06,MG,2020-04-04,DP
A00349,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0303,,2018-04-06,MG,2020-04-04,DP
A00350,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0305,,2018-04-06,MG,2020-04-04,DP
A00351,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0304,,2018-04-06,MG,2020-04-04,DP
A00352,AG0291,AT01,W0414,,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0306,,2018-04-06,MG,2020-04-04,DP
A00353,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0283,,2018-04-06,MG,2020-12-16,MG
A00354,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0129,,2018-04-06,MG,2020-12-16,MG
A00355,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0264,,2018-04-06,MG,2020-12-16,MG
A00356,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0285,,2018-04-06,MG,2020-12-16,MG
A00357,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0237,,2018-04-06,MG,2020-12-16,MG
A00358,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0090,,2018-04-06,MG,2020-12-16,MG
A00359,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0165,,2018-04-06,MG,2020-12-16,MG
A00360,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0209,,2018-04-06,MG,2020-12-16,MG
A00361,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0230,,2018-04-06,MG,2020-12-16,MG
A00362,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0301,,2018-04-06,MG,2020-12-16,MG
A00363,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0302,,2018-04-06,MG,2020-12-16,MG
A00364,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0303,,2018-04-06,MG,2020-12-16,MG
A00365,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0305,,2018-04-06,MG,2020-12-16,MG
A00366,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0304,,2018-04-06,MG,2020-12-16,MG
A00367,AG0307,AT03,W0414,AG0291,1975,197x,NULL,NULL,W0513,162f,NULL,NULL,unknown work by: AG0306,,2018-04-06,MG,2020-12-16,MG
A00368,AG0103,AT01,W0159,,196x,1968~,NULL,NULL,W0419,565,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00369,AG0106,AT01,W0414,,1969,1972,NULL,NULL,W0425,301,NULL,NULL,unknown work by: AG0308 G11,unknown place of rustication,2018-04-09,MG,2020-12-16,MG
A00370,AG0009,AT19,W0160,AG0626,1968?,1968?,NULL,NULL,W0487,36,NULL,NULL,,,2018-04-09,MG,2020-12-16,MG
A00371,AG0105,AT01,W0161,,197x,197x,NULL,NULL,W0424,159,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00372,AG0105,AT01,W0162,,197x,197x,NULL,NULL,W0424,159,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00373,AG0029,AT05,W0160,,1960~,1965..1969,NULL,NULL,W0428,119,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00374,AG0125,AT05,W0160,,197x,197x,NULL,NULL,W0479,79,NULL,NULL,,read during rustication?,2018-04-09,MG,2020-12-16,MG
A00375,AG0003,AT05,W0160,,197x,197x,NULL,NULL,W0486,129,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00376,AG0125,AT05,W0161,,197x,197x,NULL,NULL,W0479,60,NULL,NULL,,read during rustication?,2018-04-09,MG,2020-12-16,MG
A00377,AG0143,AT03,W0414,AG0029,1960..1966,1966,NULL,NULL,W0428,116,NULL,NULL,,see #399 unknown source was: PS00294,2018-04-09,MG,2020-04-04,DP
A00378,AG0103,AT01,W0414,,1967,1967,NULL,NULL,W0419,569,NULL,NULL,,see #399 unknown source was: PS00294,2018-04-09,MG,2020-04-04,DP
A00379,AG0192,AT05,W0414,,197x,197x,NULL,NULL,W0481,372,NULL,NULL,,see #399 unknown source was: PS00294,2018-04-09,MG,2020-04-04,DP
A00380,AG0310,AT01,W0163,,1971,1971,NULL,NULL,W0514,?,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00381,AG0124,AT05,W0163,,196x,197x,NULL,NULL,W0474,7-10,NULL,NULL,,,2018-04-09,MG,2020-04-04,DP
A00382,AG0020,AT01,W0164,,196x..197x,1978,NULL,NULL,W0420,132,NULL,NULL,,,2018-05-07,MG,2020-04-04,DP
A00383,AG0124,AT05,W0165,,196x..197x,196x..197x,NULL,NULL,W0474,7-10,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00384,AG0124,AT05,W0166,,196x..197x,196x..197x,NULL,NULL,W0474,7-10,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00385,AG0104,AT05,W0166,,196x..197x,196x..197x,NULL,NULL,W0423,77,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00386,AG0156,AT05,W0166,,196x..197x,196x..197x,NULL,NULL,W0435,327,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00387,AG0029,AT01,W0414,,196x..1966,1966,NULL,NULL,W0428,116,NULL,NULL,unknown work by: AG0285,,2018-05-08,MG,2020-04-04,DP
A00388,AG0143,AT03,W0414,AG0029,196x..1966,1966,NULL,NULL,W0428,116,NULL,NULL,unknown work by: AG0285,,2018-05-08,MG,2020-04-04,DP
A00389,AG0192,AT01,W0414,,196x..197x,196x..197x,NULL,NULL,W0481,372,NULL,NULL,unknown work by: AG0285,,2018-05-08,MG,2020-04-04,DP
A00390,AG0103,AT01,W0414,,1967,1967,NULL,NULL,W0419,569,NULL,NULL,unknown work by: AG0285,,2018-05-08,MG,2020-04-04,DP
A00391,AG0103,AT12,W0414,,1967..197x,1967..197x,NULL,NULL,W0419,569,NULL,NULL,unknown work by: AG0285,,2018-05-08,MG,2020-12-17,MG
A00392,AG0103,AT01,W0167,,1972,1972,NULL,NULL,W0419,580,NULL,NULL,,,2018-05-08,MG,2020-12-17,MG
A00393,AG0124,AT05,W0168,,196x..197x,196x..197x,NULL,NULL,W0474,7-10,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00394,AG0192,AT05,W0064,,196x..197x,196x..197x,NULL,NULL,W0481,372,NULL,NULL,,,2018-05-08,MG,2020-04-04,DP
A00395,AG0192,AT05,W0414,,196x..197x,196x..197x,NULL,NULL,W0481,362,NULL,NULL,unknown work by: AG0315,,2018-05-08,MG,2020-04-04,DP
