act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,source,page,source_status,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A00990,AG0117,AT05,W0318,,1969,1969,NULL,NULL,W0430,450,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00991,AG0117,AT05,W0319,,1976..1979,1976..1979,NULL,NULL,W0430,454,NULL,NULL,,,2018-11-09,WH,2021-01-09,MG
A00992,AG0117,AT05,W0320,,1976..1979,1976..1979,NULL,NULL,W0430,453,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00993,AG0118,AT05,W0320,,1979,1979,NULL,NULL,W0476,534,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00994,AG0117,AT05,W0321,,1976..1979,1976..1979,NULL,NULL,W0430,453,NULL,NULL,,,2018-11-09,WH,2021-01-09,MG
A00995,AG0117,AT01,W0322,,1976..1979,1976..1979,NULL,NULL,W0430,453,NULL,NULL,,,2018-11-09,WH,2021-01-09,MG
A00996,AG0117,AT10,W0323,,1976..1979,1976..1979,NULL,NULL,W0430,455,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00997,AG0121,AT32,W0594,,1970,1970,NULL,NULL,W0437,496,NULL,NULL,,,2018-11-10,WH,2021-01-09,MG
A00998,AG0121,AT05,W0595,,197x,197x,NULL,NULL,W0437,497,NULL,NULL,,,2018-11-10,WH,2021-01-09,MG
A00999,AG0324,AT05,W0596,,1967..1973,1967..1973,NULL,NULL,W0516,509,NULL,NULL,,,2018-11-10,WH,2021-01-09,MG
A01000,AG0124,AT05,W0398,,1966,1976,NULL,NULL,W0474,7-10,NULL,NULL,,,2018-12-15,MG,2020-04-04,DP
A01001,AG0252,AT01,W0242,,1972,1972,NULL,NULL,W0499,284,NULL,NULL,,,2018-12-15,MG,2020-04-04,DP
A01002,AG0114,AT05,W0400,,19xx,19xx,NULL,NULL,W0429,54,NULL,NULL,,,2018-12-15,MG,2021-01-09,MG
A01003,AG0011,AT05,W0554,,1966..1976,1966..1976,NULL,NULL,W0477,56,NULL,NULL,unknown work by: AG0498 AF01,,2018-12-17,MG,2020-04-04,DP
A01004,AG0117,AT05,W0554,,1978~,1978~,NULL,NULL,W0430,452,NULL,NULL,unknown work by: AG0498 AF01,,2018-12-17,MG,2021-01-09,MG
A01005,AG0252,AT05,W0554,,1972~,1972~,NULL,NULL,W0499,284,NULL,NULL,unknown work by: AG0499 AF01 or AF08,,2018-12-17,MG,2021-01-09,MG
A01006,AG0156,AT05,W0263,,1966..1976,1966..1976,NULL,NULL,W0435,327,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-17,MG,2020-04-04,DP
A01007,AG0123,AT05,W0554,,1966..1976,1966..1976,NULL,NULL,W0438,196,NULL,NULL,unknown work by: AG0500 AF05,please check the source again to adjust act type and other relevant info see issue #299,2018-12-17,MG,2020-04-04,DP
A01008,AG0197,AT05,W0260,,1970..1979,1970..1979,NULL,NULL,W0490,238,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-17,MG,2020-04-04,DP
A01009,AG0252,AT05,W0257,,1978~,1978~,NULL,NULL,W0499,298,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-17,MG,2020-04-04,DP
A01010,AG0118,AT05,W0401,,19xx,19xx,NULL,NULL,W0491,542,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-17,MG,2020-04-04,DP
A01011,AG0114,AT05,W0414,,1964~,1964~,NULL,NULL,W0429,62,NULL,NULL,unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01012,AG0103,AT05,W0414,,19xx,19xx,NULL,NULL,W0419,574,NULL,NULL,unknown work by: AG0150,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01013,AG0114,AT01,W0402,,1971..1972,1971..1972,NULL,NULL,W0429,110,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2021-01-09,MG
A01014,AG0195,AT01,W0402,,1968~,1968~,NULL,NULL,W0488,262,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2021-01-09,MG
A01015,AG0018,AT01,W0402,,1968~,1968~,NULL,NULL,W0480,306,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01016,AG0103,AT05,W0414,,19xx,19xx,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0502,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01017,AG0003,AT40,W0625,,1970~,1970~,NULL,NULL,W0486,125,NULL,NULL,,,2018-12-30,MG,2021-01-09,MG
A01018,AG0003,AT05,W0403,,19xx,19xx,NULL,NULL,W0486,139,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01019,AG0003,AT05,W0404,,19xx,19xx,NULL,NULL,W0486,139,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-30,MG,2020-04-04,DP
A01020,AG0106,AT01,W0405,,1966..1976,1966..1976,NULL,NULL,W0425,301,NULL,NULL,,,2018-12-30,MG,2020-04-04,DP
A01022,AG0017,AT05,W0414,,19xx,19xx,NULL,NULL,W0422,220,NULL,NULL,unknown work by: AG0380,please check the source again to adjust act type and other relevant info see issue #299,2018-12-31,MG,2020-04-04,DP
A01023,AG0103,AT05,W0414,,19xx,19xx,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0381,please check the source again to adjust act type and other relevant info see issue #299,2018-12-31,MG,2020-04-04,DP
A01024,AG0252,AT05,W0414,,1972..,1972..,NULL,NULL,W0499,290,NULL,NULL,unknown work by: AG0378,,2018-12-31,MG,2020-04-04,DP
A01025,AG0035,AT01,W0095,,19xx,19xx,NULL,NULL,W0444,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-31,MG,2020-04-04,DP
A01026,AG0113,AT01,W0095,,1971,1971,NULL,NULL,W0426,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299 read during rustication?,2018-12-31,MG,2021-01-09,MG
A01027,AG0011,AT05,W0095,,19xx,19xx,NULL,NULL,W0477,56,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-31,MG,2020-04-04,DP
A01028,AG0043,AT05,W0626,,19xx,19xx,NULL,NULL,W0472,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01029,AG0122,AT05,W0554,,19xx,19xx,NULL,NULL,W0485,350,NULL,NULL,unknown work by: AG0337 AF01,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01030,AG0117,AT05,W0554,,1978~,1978~,NULL,NULL,W0430,452,NULL,NULL,unknown work by: AG0337 AF01,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01031,AG0123,AT05,W0554,,19xx..1966,19xx..1966,NULL,NULL,W0438,198,NULL,NULL,unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01032,AG0122,AT05,W0554,,19xx,19xx,NULL,NULL,W0485,353,NULL,NULL,unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01033,AG0103,AT05,W0554,,1967,1967,NULL,NULL,W0419,565,NULL,NULL,unknown work by: AG0338,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01034,AG0118,AT05,W0414,,19xx,19xx,NULL,NULL,W0476,537,NULL,NULL,unknown work by: AG0339,please check the source again to adjust act type and other relevant info see issue #299,2019-01-02,MG,2020-04-04,DP
A01035,AG0114,AT05,W0414,,196x..197x,196x..197x,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0418,,2019-01-08,MG,2020-04-04,DP
A01036,AG0124,AT05,W0070,,19xx,19xx,NULL,NULL,W0474,7-10,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-01-08,MG,2020-04-04,DP
A01037,AG0156,AT05,W0070,,19xx,19xx,NULL,NULL,W0435,327,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-01-08,MG,2020-04-04,DP
A01038,AG0104,AT05,W0070,,19xx,19xx,NULL,NULL,W0510,78,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-01-08,MG,2020-04-04,DP
A01039,AG0252,AT05,W0070,,19xx,19xx,NULL,NULL,W0499,284,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-01-08,MG,2020-04-04,DP
A01040,AG0114,AT05,W0414,,196x..197x,196x..197x,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0606,,2019-01-08,MG,2020-04-04,DP
A01041,AG0114,AT05,W0414,,1964~,1964~,NULL,NULL,W0429,61,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-01,MG,2020-04-04,DP
A01042,AG0125,AT05,W0554,,1970..197x,1970..197x,NULL,NULL,W0479,79,NULL,NULL,unknown work AF01. Chen refers to the Barbizon school (Ecole de Barbizon) which was an art movement towards Realism (~2nd half of 19th century),,2019-02-04,MG,2021-01-09,MG
A01043,AG0003,AT05,W0378,,19xx,19xx,NULL,NULL,W0486,112,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-04,MG,2020-04-04,DP
A01044,AG0018,AT05,W0378,,19xx,19xx,NULL,NULL,W0480,311,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-04,MG,2020-04-04,DP
A01045,AG0114,AT05,W0378,,19xx,19xx,NULL,NULL,W0429,9999,NULL,NULL,,there is no source given just the reader‘s name: Zhang Yang check SS00030 see issue #299,2019-02-04,MG,2020-04-04,DP
A01046,AG0003,AT01,W0378,,1963..1965~,1963..1965~,NULL,NULL,W0439,46,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-04,MG,2020-04-04,DP
A01047,AG0061,AT01,W0075,,1969,1970,NULL,NULL,W0440,474,NULL,NULL,,,2019-02-04,MG,2020-12-09,MG
A01048,AG0626,AT03,W0075,AG0061,1969,1969,NULL,NULL,W0440,474,NULL,NULL,,,2019-02-04,MG,2020-12-09,MG
A01049,AG0104,AT05,W0556,,19xx,19xx,NULL,NULL,W0423,78,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-11,MG,2020-04-04,DP
A01050,AG0607,AT11,W0556,,19xx,19xx,NULL,NULL,W0423,78,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-11,MG,2020-04-04,DP
A01051,AG0037,AT01,W0381,,1962,1962,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-11,MG,2020-04-04,DP
A01052,AG0626,AT03,W0381,AG0037,1962,1962,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-11,MG,2020-04-04,DP
A01053,AG0020,AT05,W0383,,1969,1969,NULL,NULL,W0420,135,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-02-11,MG,2020-04-04,DP
A01054,AG0105,AT05,W0071,,19xx,19xx,NULL,NULL,W0424,9999,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299 there is no page number given! (maybe 159),2019-02-01,MG,2020-04-04,DP
A01055,AG0156,AT05,W0115,,19xx,19xx,NULL,NULL,W0435,327,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01056,AG0124,AT05,W0118,,19xx,19xx,NULL,NULL,W0474,7-10,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01057,AG0103,AT05,W0118,,19xx,19xx,NULL,NULL,W0419,581,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01058,AG0103,AT05,W0119,,19xx,19xx,NULL,NULL,W0419,581,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01059,AG0124,AT05,W0119,,19xx,19xx,NULL,NULL,W0474,7-10,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01060,AG0035,AT20,W0630,,1956,1956,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2021-01-09,MG
A01061,AG0117,AT05,W0554,,19xx,19xx,NULL,NULL,W0430,448,NULL,NULL,unknown work by: AG0611 and AG0612 AF05,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01062,AG0124,AT05,W0115,,196x,197x,NULL,NULL,W0474,7-10,NULL,NULL,,Pls check source again for detailed info see #299,2019-02-18,MG,2020-04-04,DP
A01063,AG0506,AT09,W0055,,1974,1974,NULL,NULL,W0523,162,NULL,NULL,,,2019-02-18,LH,2021-03-11,MG
A01064,AG0506,AT26,W0055,,1974,1974,NULL,NULL,W0523,162,NULL,NULL,,,2019-02-18,LH,2021-03-11,MG
A01065,AG0506,AT02,W0105,,1974,1974,NULL,NULL,W0523,164,NULL,NULL,,,2019-02-18,LH,2021-03-11,MG
A01066,AG0506,AT01,W0414,AG0157,1974,1974,NULL,NULL,W0523,164,NULL,NULL,,,2019-02-18,LH,2021-03-11,MG
A01067,AG0506,AT01,W0414,AG0444,1974,1974,NULL,NULL,W0523,164,NULL,NULL,,,2019-02-18,LH,2021-03-11,MG
A01068,AG0506,AT01,W0385,,1974,1974,NULL,NULL,W0523,161,NULL,NULL,,,2019-02-18,LH,2020-04-04,DP
A01069,AG0614,AT01,W0387,,1970,1970,NULL,NULL,W0529,147,NULL,NULL,,,2019-02-19,LH,2020-04-04,DP
A01070,AG0116,AT01,W0389,,1975,1975,NULL,NULL,W0475,560,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01071,AG0106,AT01,W0414,,1969..1972,1969..1972,NULL,NULL,W0425,301,NULL,NULL,unknown work by: AG0617 G13,,2019-03-09,MG,2021-01-09,MG
A01072,AG0106,AT26,W0414,,1969..1972,1969..1972,NULL,NULL,W0425,301,NULL,NULL,unknown work by: AG0617 G13,,2019-03-09,MG,2021-01-09,MG
A01073,AG0134,AT01,W0391,,197x,197x,NULL,NULL,W0482,389,NULL,NULL,,,2019-03-09,MG,2020-04-04,DP
A01074,AG0029,AT01,W0393,,1966..196x,1966..196x,NULL,NULL,W0428,120,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01075,AG0029,AT09,W0393,,1966..196x,1966..196x,NULL,NULL,W0428,120,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01076,AG0143,AT03,W0393,AG0029,196x,196x,NULL,NULL,W0428,120,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01077,AG0020,AT01,W0397,,1969,1969,NULL,NULL,W0420,134f,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01078,AG0020,AT01,W0395,,1969,1969,NULL,NULL,W0420,134f,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01079,AG0020,AT44,W0395,,1969,1969,NULL,NULL,W0420,134f,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01080,AG0020,AT44,W0397,,1969,1969,NULL,NULL,W0420,134f,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01081,AG0003,AT05,W0177,,1970?,1970?,NULL,NULL,W0486,124,NULL,NULL,,,2019-03-09,MG,2020-04-04,DP
A01082,AG0011,AT05,W0370,,1972~,1972~,NULL,NULL,W0477,55,NULL,NULL,,,2019-03-09,MG,2021-01-09,MG
A01083,AG0118,AT05,W0414,,19xx,19xx,NULL,NULL,W0476,536,NULL,NULL,unknown work by: AG0621,please check the source again to adjust act type and other relevant info see issue #299,2019-03-09,MG,2020-04-04,DP
A01084,AG0103,AT05,W0414,,1972~,1972~,NULL,NULL,W0419,580,NULL,NULL,unknown work by: AG0201 G24,,2019-03-09,MG,2021-01-09,MG
A01100,AG0324,AT05,W0597,,1967..1973,1967..1973,NULL,NULL,W0516,509,NULL,NULL,,,2018-11-11,WH,2020-04-04,DP
A01101,AG0324,AT05,W0598,,1967..1973,1967..1973,NULL,NULL,W0516,509,NULL,NULL,,,2018-11-11,WH,2020-04-04,DP
A01102,AG0324,AT05,W0599,,1967..1973,1967..1973,NULL,NULL,W0516,509,NULL,NULL,,,2018-11-11,WH,2020-04-04,DP
A01103,AG0324,AT05,W0600,,1966..1976,1966..1976,NULL,NULL,W0516,512,NULL,NULL,,,2018-11-11,WH,2020-04-04,DP
A01104,AG0324,AT01,W0324,,1966~,1966~,NULL,NULL,W0516,518,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01105,AG0118,AT01,W0324,,1970~,1970~,NULL,NULL,W0476,531,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01106,AG0116,AT01,W0324,,1970,1970,NULL,NULL,W0475,554,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01107,AG0103,AT05,W0324,,1968..1974,1968..1974,NULL,NULL,W0419,573,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01108,AG0324,AT05,W0558,,197x,197x,NULL,NULL,W0516,518,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01109,AG0324,AT05,W0601,,197x,197x,NULL,NULL,W0516,518,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01110,AG0103,AT05,W0601,,1976..,1976..,NULL,NULL,W0419,578,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01111,AG0324,AT05,W0602,,197x,197x,NULL,NULL,W0516,518,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01112,AG0324,AT05,W0603,,197x,197x,NULL,NULL,W0516,518,NULL,NULL,,,2018-11-13,WH,2021-01-09,MG
A01113,AG0324,AT05,W0604,,197x,197x,NULL,NULL,W0516,521,NULL,NULL,,,2018-11-13,WH,2020-04-04,DP
A01114,AG0103,AT05,W0605,,1965..,1965..,NULL,NULL,W0419,531,NULL,NULL,,,2018-11-14,WH,2020-04-04,DP
A01115,AG0103,AT05,W0325,,1979,1979,NULL,NULL,W0419,533,NULL,NULL,,,2018-11-14,WH,2020-04-04,DP
A01116,AG0103,AT05,W0326,,1979,1979,NULL,NULL,W0419,533,NULL,NULL,,,2018-11-14,WH,2020-04-04,DP
A01117,AG0103,AT01,W0327,,1979~,1979~,NULL,NULL,W0419,538,NULL,NULL,,,2018-11-14,WH,2020-04-04,DP
A01118,AG0116,AT32,W0606,,1970,1970,NULL,NULL,W0475,548,NULL,NULL,,,2018-11-15,WH,2021-01-09,MG
A01119,AG0116,AT32,W0607,,1970,1970,NULL,NULL,W0475,548,NULL,NULL,,,2018-11-15,WH,2021-01-09,MG
A01120,AG0116,AT05,W0328,,1970,1970,NULL,NULL,W0475,554,NULL,NULL,,,2018-11-15,WH,2021-01-09,MG
A01121,AG0116,AT01,W0293,,1972,1974,NULL,NULL,W0475,554,NULL,NULL,,,2018-11-15,WH,2021-01-09,MG
A01122,AG0116,AT01,W0329,,1972~,1972~,NULL,NULL,W0475,554,NULL,NULL,,,2018-11-15,WH,2021-01-09,MG
A01123,AG0116,AT05,W0330,,1975..1979,1975..1979,NULL,NULL,W0475,562,NULL,NULL,,,2018-11-15,WH,2020-04-04,DP
A01124,AG0103,AT05,W0065,,1967,1967,NULL,NULL,W0419,565,NULL,NULL,,,2018-11-16,WH,2020-04-04,DP
A01125,AG0103,AT05,W0331,,1967?,1967?,NULL,NULL,W0419,570,NULL,NULL,,,2018-11-16,WH,2020-04-04,DP
A01126,AG0103,AT33,W0332,,1968..1974,1968..1974,NULL,NULL,W0419,573,NULL,NULL,,,2018-11-16,WH,2021-01-09,MG
A01127,AG0103,AT10,W0333,,1968~,1968~,NULL,NULL,W0419,576,NULL,NULL,,,2018-11-16,WH,2021-01-09,MG
A01128,AG0103,AT05,W0284,,1972,1972,NULL,NULL,W0419,580,NULL,NULL,,,2018-11-16,WH,2021-01-09,MG
A01129,AG0114,AT05,W0304,,1975..1979,1975..1979,NULL,NULL,W0517,435,NULL,NULL,,,2018-11-04,WH,2021-01-09,MG
A01130,AG0123,AT05,W0334,,[1960..1965],[1960..1965],NULL,NULL,W0438,191,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01131,AG0123,AT05,W0335,,[1960..1965],[1960..1965],NULL,NULL,W0438,191,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01132,AG0123,AT05,W0336,,1971,1971,NULL,NULL,W0438,198,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01133,AG0123,AT05,W0608,,[1966..1976],[1966..1976],NULL,NULL,W0438,196,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01134,AG0123,AT05,W0337,,1973..1975,1973..1975,NULL,NULL,W0438,200,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01135,AG0123,AT05,W0338,,1973..1975,1973..1975,NULL,NULL,W0438,200,NULL,NULL,,,2018-11-24,WH,2020-04-04,DP
A01136,AG0431,AT34,W0609,,1972,1972,NULL,NULL,W0522,17,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01137,AG0431,AT05,W0339,,1972,1972,NULL,NULL,W0522,15,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01138,AG0431,AT05,W0610,,..1977,..1977,NULL,NULL,W0522,21,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01139,AG0431,AT10,W0340,,1972~,1972~,NULL,NULL,W0522,22,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01140,AG0431,AT05,W0341,,1972~,1972~,NULL,NULL,W0522,22,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01141,AG0431,AT05,W0342,,1972..,1972..,NULL,NULL,W0522,23,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01142,AG0063,AT05,W0414,,19xx,19xx,NULL,NULL,W0451,197,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01143,AG0003,AT28,W0611,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01144,AG0003,AT28,W0612,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01145,AG0003,AT28,W0613,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01146,AG0003,AT28,W0614,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01147,AG0003,AT28,W0615,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01148,AG0003,AT28,W0616,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01149,AG0003,AT28,W0617,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01150,AG0003,AT28,W0618,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01151,AG0003,AT28,W0619,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01152,AG0003,AT01,W0343,,196x,196x,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01153,AG0067,AT17,W0611,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01154,AG0067,AT17,W0612,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01155,AG0067,AT17,W0613,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01156,AG0067,AT17,W0614,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01157,AG0067,AT17,W0615,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01158,AG0067,AT17,W0616,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01159,AG0067,AT17,W0617,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01160,AG0067,AT17,W0618,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01161,AG0067,AT17,W0619,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01162,AG0003,AT01,W0344,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01163,AG0003,AT01,W0345,,1961..1963?,1961..1963?,NULL,NULL,W0439,38,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01164,AG0003,AT01,W0346,,1959,1959,NULL,NULL,W0439,32,NULL,NULL,,,2018-11-25,WH,2021-01-09,MG
A01165,AG0003,AT01,W0347,,1959,1959,NULL,NULL,W0439,32,NULL,NULL,,,2018-11-25,WH,2021-01-09,MG
A01166,AG0073,AT05,W0066,,..1966,..1966,NULL,NULL,W0448,92,NULL,NULL,,,2018-11-25,WH,2020-04-04,DP
A01167,AG0106,AT05,W0348,,1969,1969,NULL,NULL,W0425,300,NULL,NULL,,,2018-11-25,WH,2021-01-09,MG
A01168,AG0117,AT01,W0350,,1968,1968,NULL,NULL,W0430,443,NULL,NULL,,,2018-12-15,WH,2021-01-12,MG
A01169,AG0324,AT01,W0351,,1976,1976,NULL,NULL,W0516,525,NULL,NULL,,,2018-12-15,WH,2021-01-12,MG
A01170,AG0431,AT05,W0352,,197x,197x,NULL,NULL,W0522,21,NULL,NULL,,,2018-12-16,WH,2020-04-04,DP
A01171,AG0116,AT01,W0353,,1976,1976,NULL,NULL,W0475,558,NULL,NULL,,,2018-12-16,WH,2020-04-04,DP
A01172,AG0029,AT05,W0414,,..1966,..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0566,,2018-12-16,WH,2021-01-12,MG
A01173,AG0045,AT01,W0354,,1971,1971,NULL,NULL,W0447,,NULL,NULL,,,2018-12-17,WH,2020-04-04,DP
A01174,AG0116,AT01,W0354,,1970,1970,NULL,NULL,W0475,554,NULL,NULL,,,2018-12-17,WH,2021-01-12,MG
A01175,AG0052,AT01,W0134,,1920..193x,1920..193x,NULL,NULL,W0456,ONLINE SOURCE,NULL,NULL,,,2018-12-22,WH,2020-04-04,DP
A01176,AG0134,AT01,W0134,,1973~,1973~,NULL,NULL,W0482,391,NULL,NULL,,,2018-12-22,WH,2021-01-12,MG
A01177,AG0029,AT01,W0355,,1966..,1966..,NULL,NULL,W0428,120,NULL,NULL,,,2018-12-22,WH,2020-04-04,DP
