prim_source_id,title,subtitle,title_lang,genre,publication_place,publication_date,publishing_house,first_chin_edition,neibu,source,serial,page,note,created,created_by,last_modified,last_modified_by
W0192,La nausée,,fr,G04,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0192,厌恶及其他,,zh,G04,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0192,Yanwu ji qita,,zh-Latn-pinyin,G04,SP0005,1963,Zuojia chubanshe,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
W0193,Structuralism and Marxism,,en,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0193,结构主义与马克思主义,,zh,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0193,Jiegouzhuyi yu makesizhuyi,,zh-Latn-pinyin,G24,SP0436,19XX,unknown,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
W0194,A Philosophy of Man,,en,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0194,人的哲学：马克思主义与存在主义,,zh,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0194,Ren de zhexue,Makesizhuyi yu cunzaizhuyi,zh-Latn-pinyin,G24,SP0005,1963,Sanlian shudian,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
W0195,Über die ästhetische Erziehung des Menschen,,de,G29,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0195,美学简育,,zh,G29,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0195,Meixue jianyu,,zh-Latn-pinyin,G29,SP0436,19XX,unknown,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
W0196,Love Story,,en,G53,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0196,爱情故事,,zh,G53,SP0436,19XX,unknown,19XX,yes,,,,,2018-05-31,DM,2020-04-08,DP
W0196,Aiqing gushi,,zh-Latn-pinyin,G53,SP0436,19XX,unknown,19XX,yes,,,,,2018-06-01,DM,2020-04-08,DP
W0197,Hamlet,,en,G16,SP0436,19XX,unknown,19XX,no,,,,,2018-05-31,DM,2020-04-08,DP
W0197,王子复仇记,,zh,G16,SP0436,19XX,unknown,19XX,no,,,,,2018-05-31,DM,2020-04-08,DP
W0197,Wangzi fuchouji,,zh-Latn-pinyin,G16,SP0436,19XX,unknown,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0198,Dragon and Phoenix Art,,en,G01,SP0005,1960,Zuojia chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0198,龙凤艺术,,zh,G01,SP0005,1960,Zuojia chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0198,Longfeng yishu,,zh-Latn-pinyin,G01,SP0005,1960,Zuojia chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0199,Essays on Caligraphy,,en,G19,SP0006,1978,Shanghai jiaoyu chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0199,书法论丛,,zh,G19,SP0006,1978,Shanghai jiaoyu chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0199,Shufa luncong,,zh-Latn-pinyin,G19,SP0006,1978,Shanghai jiaoyu chubanshe,19XX,no,,,,,2018-06-01,DM,2020-04-08,DP
W0200,The Rise and Fall of the Third Reich,A History of Nazi Germany,en,G36,SP0005,1965,Shijie zhishi chubanshe,19XX,yes,,,,,2018-08-06,DM,2020-04-08,DP
W0200,第三帝国的兴亡,纳粹德国史,zh,G36,SP0005,1965,Shijie zhishi chubanshe,19XX,yes,,,,,2018-08-06,DM,2020-04-08,DP
W0200,Disandiguo de xingwang,Nacui Deguo shi,zh-Latn-pinyin,G36,SP0005,1965,Shijie zhishi chubanshe,19XX,yes,,,,,2018-08-06,DM,2020-04-08,DP
W0201,Destiny of a Man,,en,G04,SP0005,1961?,unknown,19XX,no,,,,,2018-08-06,DM,2020-04-08,DP
W0201,一个人的遭遇,,zh,G04,SP0005,1961?,unknown,19XX,no,,,,,2018-08-06,DM,2020-04-08,DP
W0201,Yige ren de zaoy,,zh-Latn-pinyin,G04,SP0005,1961?,unknown,19XX,no,,,,,2018-08-06,DM,2020-04-08,DP
W0202,White Silence,,en,G13,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0202,白香词谱,,zh,G13,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0203,Records of the Grand Historian,,en,G41,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0203,史記,,zh,G41,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0204,An Letter to Ren An,,en,G15,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0204,报任安书,,zh,G15,SP0436,19XX,,19XX,,,,,,2018-11-15,DM,2020-04-08,DP
W0205,Feng Qiu Huang,,en,G51,SP0436,19XX,,19XX,,,,,,2018-11-17,DM,2020-04-08,DP
W0205,凤求凰,,zh,G51,SP0436,19XX,,19XX,,,,,,2018-11-17,DM,2020-04-08,DP
W0206,Zizhi Tongjian,,en,G41,SP0436,19XX,,19XX,,,,,,2018-11-17,DM,2020-04-08,DP
W0206,资治通鉴,,zh,G41,SP0436,19XX,,19XX,,,,,,2018-11-17,DM,2020-04-08,DP
W0207,The Living and the Dead,,en,G04,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-11-17,DM,2020-04-08,DP
W0207,生者与死者,,zh,G04,SP0005,1962,Zuojia chubanshe,1962,yes,,,,,2018-11-17,DM,2020-04-08,DP
W0208,Der Untergang des Abendlandes,,de,G41,SP0436,1961,Shangwu yin shuguan,1961,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0208,The Decline of the West,,en,G41,SP0436,1961,Shangwu yin shuguan,1961,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0208,西方的没落,,zh,G41,SP0436,1961,Shangwu yin shuguan,1961,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0209,History of the All-Union Communist Party (Bolsheviks),Short Course,en,G20,SP0436,19XX,,19XX,,,,,,2019-01-08,DM,2020-04-08,DP
W0209,苏联共产党（布尔什维克）党史简明教程,,zh,G20,SP0436,19XX,,19XX,,,,,,2019-01-08,DM,2020-04-08,DP
W0210,Human Blood Is Not Water,,en,G04,SP0005,1961,Zuojia chubanshe,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0210,人血不是水,,zh,G04,SP0005,1961,Zuojia chubanshe,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0211,The Red and the Black,,en,G04,SP0436,19XX,,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0211,Le Rouge et le Noir,,fr,G04,SP0436,19XX,,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0211,红与黑,,zh,G04,SP0436,19XX,,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0212,The Stalin Era,,en,G41,SP0005,1957,Shijie zhishi chubanshe,1957,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0212,斯大林时代,,zh,G41,SP0005,1957,Shijie zhishi chubanshe,1957,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0213,Liuhoulun,,en,G24,SP0436,1060,,1XXX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0213,留侯论,,zh,G24,SP0436,1060,,1XXX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0214,"Remembering Chibi, to the tune of Nian Nu Jiao",,en,G13,SP0436,19XX,,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0214,念奴娇·赤壁怀古,,zh,G13,SP0436,19XX,,19XX,no,,,,,2019-01-08,DM,2020-04-08,DP
W0215,Selected Speeches and Writings,,en,G27,SP0006,1976,Shanghai renmin chubanshe,19XX,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0215,苏斯洛夫言论选,,zh,G27,SP0006,1976,Shanghai renmin chubanshe,19XX,yes,,,,,2019-01-08,DM,2020-04-08,DP
W0216,Kampanelly,,en,G43,SP0005,1963,Shangwu yin shuguan,19XX,,,,,,2019-01-08,DM,2020-04-08,DP
W0216,康帕内拉传记,,zh,G43,SP0005,1963,Shangwu yin shuguan,19XX,,,,,,2019-01-08,DM,2020-04-08,DP
W0217,Liberté,,fr,G10,SP0436,19XX,,19XX,,,,,,2018-04-26,WH,2020-04-08,DP
W0217,自由,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-04-26,WH,2020-04-08,DP
W0217,Ziyou,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0218,"Der Ursprung der Familie, des Privateigenthums und des Staats",,de,G01,SP0436,19XX,,19XX,,,,,,2018-04-26,WH,2020-04-08,DP
W0218,家庭，私有制和国家的起源,,zh,G01,SP0436,19XX,,19XX,,,,,,2018-04-26,WH,2020-04-08,DP
W0218,"Jiating, siyouzhi he guojia de qiyuan",,zh-Latn-pinyin,G01,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0219,Stories Old and New,,en,G28,SP0436,19XX,,19XX,,,,,,2018-05-02,WH,2020-04-08,DP
W0219,古今小说,,zh,G28,SP0436,19XX,,19XX,,,,,,2018-05-02,WH,2020-04-08,DP
W0219,Gu jin xiaoshuo,,zh-Latn-pinyin,G28,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0220,三言二拍,,zh,G28,SP0436,19XX,,19XX,,,,,,2018-05-03,WH,2020-04-08,DP
W0220,San yan er pai,,zh-Latn-pinyin,G28,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0221,Canma,,en,G10,SP0436,19XX,,19XX,,,,,,2018-05-03,WH,2020-04-08,DP
W0221,蚕马,,zh,G10,SP0436,19XX,,19XX,,,,,,2018-05-03,WH,2020-04-08,DP
W0221,Canma,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0222,Chengdu Overview,,en,G01,SP0436,19XX,,19XX,,,,,,2018-05-03,WH,2020-04-08,DP
W0222,成都通览,,zh,G01,SP0436,19XX,,19XX,,,,,,2018-05-03,WH,2020-04-08,DP
W0222,Chengdu tong lan,,zh-Latn-pinyin,G01,SP0436,19XX,,19XX,,,,,,2018-05-29,WH,2020-04-08,DP
W0223,Yuanhui,,en,G12,SP0436,19XX,,19XX,,,,,,2018-06-21,WH,2020-04-08,DP
W0223,原毁,,zh,G12,SP0436,19XX,,19XX,,,,,,2018-06-21,WH,2020-04-08,DP
W0223,Yuan hui,,zh-Latn-pinyin,G12,SP0436,19XX,,19XX,,,,,,2018-06-21,WH,2020-04-08,DP
W0224,Ancient Chinese Social History,,en,G19,SP0005,1955,Renmin chubanshe,19XX,no,,,,,2018-06-21,WH,2020-04-08,DP
W0224,中国古代社会史论,,zh,G19,SP0005,1955,Renmin chubanshe,19XX,no,,,,,2018-06-21,WH,2020-04-08,DP
W0224,Zhongguo gudai shehui shilun,,zh-Latn-pinyin,G19,SP0005,1955,Renmin chubanshe,19XX,no,,,,,2018-06-21,WH,2020-04-08,DP
W0225,Yuanjun,,en,G23,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0225,原君,,zh,G23,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0225,Yuan jun,,zh-Latn-pinyin,G23,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0226,History of Ancient Chinese Ideology,,en,G19,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0226,中国古代思想学说史,,zh,G19,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0226,Zhongguo gudai sixiang xueshuo shi,,zh-Latn-pinyin,G19,SP0436,19XX,,19XX,no,,,,,2018-07-09,WH,2020-04-08,DP
W0227,History of Chinese Modern Ideology,,en,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0227,中国近代思想学说史,,zh,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0227,Zhongguo jindai sixiang xueshuo shi,,zh-Latn-pinyin,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0228,General history of Chinese Ideology,,en,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0228,中国思想通史,,zh,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0228,Zhongguo sixiang tongshi,,zh-Latn-pinyin,G19,SP0436,19XX,,19XX,no,,,,,2018-07-10,WH,2020-04-08,DP
W0229,Barefoot doctor handbook,,en,G35,SP0322,1969,Jiangxi Xinhuashudian,19XX,yes,,,,,2018-07-10,WH,2020-04-08,DP
W0229,赤脚医生手册,,zh,G35,SP0322,1969,Jiangxi Xinhuashudian,19XX,yes,,,,,2018-07-10,WH,2020-04-08,DP
W0229,Chijiaoyisheng shouce,,zh-Latn-pinyin,G35,SP0322,1969,Jiangxi Xinhuashudian,19XX,yes,,,,,2018-07-10,WH,2020-04-08,DP
W0230,1793,,en,G04,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2018-07-12,WH,2020-04-08,DP
W0230,九三年,,zh,G04,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2018-07-12,WH,2020-04-08,DP
W0230,Jiusan Nian,,zh-Latn-pinyin,G04,SP0005,1957,Renmin wenxue chubanshe,19XX,no,,,,,2018-07-12,WH,2020-04-08,DP
W0231,The Role of the Individual in History,,en,G01,SP0006,1949,Xinhua shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0231,К вопросу о роли личности в истории,,ru,G01,SP0006,1949,Xinhua shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0231,论个人在历史上的作用,,zh,G01,SP0006,1949,Xinhua shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0231,lun geren zai lishi shang de zuoyong,,zh-Latn-pinyin,G01,SP0006,1949,Xinhua shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0232,历史唯物论,,zh,G29,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0232,Lishi weiwulun,,zh-Latn-pinyin,G29,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-06-05,MG,2020-04-08,DP
W0233,The Dialogues of Plato,,en,G29,SP0006,1954,Wenyi lianhe chubanshe,19XX,,,,,,2018-06-06,MG,2020-04-08,DP
W0233,柏腊图文艺对话集,,zh,G29,SP0006,1954,Wenyi lianhe chubanshe,19XX,,,,,,2018-06-06,MG,2020-04-08,DP
W0233,Bailatu wenyi duihua ji,,zh-Latn-pinyin,G29,SP0006,1954,Wenyi lianhe chubanshe,19XX,,,,,,2018-06-06,MG,2020-04-08,DP
W0234,Rainy Dawn,And Other Stories,en,G05,SP0005,2002,Waiguo wenxue chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 2002,2018-06-11,MG,2020-04-08,DP
W0234,烟雨霏霏的黎明,,zh,G05,SP0005,2002,Waiguo wenxue chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 2002,2018-06-11,MG,2020-04-08,DP
W0234,Yanyu feifei de liming,,zh-Latn-pinyin,G05,SP0005,2002,Waiguo wenxue chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 2002,2018-06-11,MG,2020-04-08,DP
W0235,The Golden Rose,,en,G28,SP0006,1959,Shanghai wenyi chubanshe,19XX,,,,,,2018-06-11,MG,2020-04-08,DP
W0235,金蔷薇,,zh,G28,SP0006,1959,Shanghai wenyi chubanshe,19XX,,,,,,2018-06-11,MG,2020-04-08,DP
W0235,Jin qiangwei,,zh-Latn-pinyin,G28,SP0006,1959,Shanghai wenyi chubanshe,19XX,,,,,,2018-06-11,MG,2020-04-08,DP
W0236,Doctor Zhivago,,en,G04,SP0262,1986,Lijiang chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 1986,2018-06-11,MG,2020-04-08,DP
W0236,日瓦戈医生,,zh,G04,SP0262,1986,Lijiang chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 1986,2018-06-11,MG,2020-04-08,DP
W0236,Riwage yisheng,,zh-Latn-pinyin,G04,SP0262,1986,Lijiang chubanshe,19XX,,,,,can‘t find any chinese publication earlier than 1986,2018-06-11,MG,2020-04-08,DP
W0237,Early Dawn,A Story About a Young Artist,en,G02,SP0005,1956,Zhonguo qing nian chubanshe,19XX,no,,,,,2018-06-12,MG,2020-04-08,DP
W0237,初升的太阳,一个少年艺术家的故事,zh,G02,SP0005,1956,Zhonguo qing nian chubanshe,19XX,no,,,,,2018-06-12,MG,2020-04-08,DP
W0238,Khrushchev Remembers,,en,G03,SP0005,1973,Sanlian shudian,19XX,,,,,,2018-06-12,MG,2020-04-08,DP
W0238,赫鲁晓夫回忆录,,zh,G03,SP0005,1973,Sanlian shudian,19XX,,,,,,2018-06-12,MG,2020-04-08,DP
W0238,Heluxiaofu huiyilu,,zh-Latn-pinyin,G03,SP0005,1973,Sanlian shudian,19XX,,,,,,2018-06-12,MG,2020-04-08,DP
W0239,Lei Feng Diary,,en,G14,SP0005,1963,Jiefangshe wenyi she,19XX,no,,,,,2018-06-19,MG,2020-04-08,DP
W0239,雷锋日记,,zh,G14,SP0005,1963,Jiefangshe wenyi she,19XX,no,,,,,2018-06-19,MG,2020-04-08,DP
W0239,Lei Feng riji,,zh-Latn-pinyin,G14,SP0005,1963,Jiefangshe wenyi she,19XX,no,,,,,2018-06-19,MG,2020-04-08,DP
W0240,Ripple on Stagnant Water,,en,G04,SP0005,1955,Renmin wenxue chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0240,死水微澜,,zh,G04,SP0005,1955,Renmin wenxue chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0240,sishui weilan,,zh-Latn-pinyin,G04,SP0005,1955,Renmin wenxue chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0241,When the Sunset Disappears,,en,G04,SP0005,1981,Zhonguo qing nian chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0241,晚霞消失的时候,,zh,G04,SP0005,1981,Zhonguo qing nian chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0241,wanxia xiaoshi de shihou,,zh-Latn-pinyin,G04,SP0005,1981,Zhonguo qing nian chubanshe,19XX,,,,,,2018-06-25,MG,2020-04-08,DP
W0242,鲁迅文集·杂文集·华盖集,,zh,G23,SP0436,19XX,,19XX,,W0414,,,,2018-06-26,MG,2020-04-08,DP
W0242,Lu Xun wenji zawenji huagaiji,,zh-Latn-pinyin,G23,SP0436,19XX,,19XX,,W0414,,,,2018-06-26,MG,2020-04-08,DP
W0243,Great Wall,,en,G23,SP0436,19XX,,19XX,,W0244,,,,2018-06-26,MG,2020-04-08,DP
W0243,长城,,zh,G23,SP0436,19XX,,19XX,,W0244,,,,2018-06-26,MG,2020-04-08,DP
W0243,Changcheng,,zh-Latn-pinyin,G23,SP0436,19XX,,19XX,,W0244,,,,2018-06-26,MG,2020-04-08,DP
W0244,莽原,,zh,G52,SP0005,1926,,19XX,,,No 04,,,2018-06-26,MG,2020-04-08,DP
W0245,In Memory of Miss Liu Hezhen,,en,G23,SP0436,19XX,,19XX,,W0414,,,Only found edition from  Chaoyang chubanshe Hongkong 1973,2018-06-28,MG,2020-04-08,DP
W0245,纪念刘和珍君,,zh,G23,SP0436,19XX,,19XX,,W0414,,,Only found edition from  Chaoyang chubanshe Hongkong 1973,2018-06-28,MG,2020-04-08,DP
W0245,Ji nian Liu Hezhen jun,,zh-Latn-pinyin,G23,SP0436,19XX,,19XX,,W0414,,,Only found edition from  Chaoyang chubanshe Hongkong 1973,2018-06-28,MG,2020-04-08,DP
W0246,Red Crag,,en,G04,SP0005,1961,Zhongguo qingnian chubanshe,19XX,,,,,,2018-06-28,MG,2020-04-08,DP
W0246,红岩,,zh,G04,SP0005,1961,Zhongguo qingnian chubanshe,19XX,,,,,,2018-06-28,MG,2020-04-08,DP
W0246,Hong yan,,zh-Latn-pinyin,G04,SP0005,1961,Zhongguo qingnian chubanshe,19XX,,,,,,2018-06-28,MG,2020-04-08,DP
W0247,Look Back in Anger,,en,G40,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-07-03,MG,2020-04-08,DP
W0247,愤怒的回顾,,zh,G40,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-07-03,MG,2020-04-08,DP
W0247,fennu de huigu,,zh-Latn-pinyin,G40,SP0005,1962,Zhongguo xiju chubanshe,19XX,yes,,,,,2018-07-03,MG,2020-04-08,DP
W0248,Who is Happy in Russia?,,en,G10,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-07-04,MG,2020-04-08,DP
W0248,Кому На руси жить хорошо,,ru,G10,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-07-04,MG,2020-04-08,DP
W0248,在俄罗斯谁能快乐而自由,,zh,G10,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-07-04,MG,2020-04-08,DP
W0248,zai Eluosi shuineng kuaile er  ziyou,,zh-Latn-pinyin,G10,SP0005,1950,Sanlian shudian,19XX,,,,,,2018-07-04,MG,2020-04-08,DP
W0249,Road to Life,,en,G04,SP0005,1957,,19XX,,,,,,2018-07-09,MG,2020-04-08,DP
W0249,Педагогическая поэма,,ru,G04,SP0005,1957,,19XX,,,,,,2018-07-09,MG,2020-04-08,DP
W0249,教育诗,,zh,G04,SP0005,1957,,19XX,,,,,,2018-07-09,MG,2020-04-08,DP
W0250,Reply to Comrade Guo Moruo,,en,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0250,满江红 和郭沫若同志,,zh,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0251,Mao Zedong Poems,,en,G28,SP0005,1976,Waiwen chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0251,毛主席诗词,,zh,G28,SP0005,1976,Waiwen chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0251,Mao zedong shi ci,,zh-Latn-pinyin,G28,SP0005,1976,Waiwen chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0252,The Three Articles,,en,G24,SP0285,1976,Yunnan minzu chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0252,老三篇,,zh,G24,SP0275,1976,Yunnan minzu chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0252,Lao san pian,,zh-Latn-pinyin,G24,SP0285,1976,Yunnan minzu chuban she,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0253,The Luoshan Pass,,en,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0253,忆秦娥 娄山关,,zh,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0254,Swimming,,en,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0254,游泳,,zh,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0254,Youyong,,zh-Latn-pinyin,G10,SP0436,19XX,,19XX,,W0251,,,,2018-07-10,MG,2020-04-08,DP
W0255,Selected Works of Mao Zedong,,en,G24,SP0005,1964,Renmin chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0255,毛泽东选集,,zh,G24,SP0005,1964,Renmin chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0255,Mao zedong xuanji,,zh-Latn-pinyin,G24,SP0005,1964,Renmin chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0256,Talks at the Yenan Forum on Literature and Art,,en,G27,SP0005,1967,Renmin wenxue chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0256,在延安文艺座谈会上的讲话,,zh,G27,SP0005,1967,Renmin wenxue chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0256,Zai Yan'an wenyi zuotanhui shang de jianghua,,zh-Latn-pinyin,G27,SP0005,1967,Renmin wenxue chubanshe,19XX,,,,,,2018-07-10,MG,2020-04-08,DP
W0257,One Dimensional Man,,en,G29,SP0015,1988,Chongqing chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0257,单向度的人,,zh,G29,SP0015,1988,Chongqing chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0257,Dan xiang du de ren,,zh-Latn-pinyin,G29,SP0015,1988,Chongqing chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0258,Das Kapital,,de,G24,SP0006,1949,Xue yong she,19XX,yes,,,,,2018-07-13,MG,2020-04-08,DP
W0258,资本论,,zh,G24,SP0006,1949,Xue yong she,19XX,yes,,,,,2018-07-13,MG,2020-04-08,DP
W0258,Zi ben lun,,zh-Latn-pinyin,G24,SP0006,1949,Xue yong she,19XX,yes,,,,,2018-07-13,MG,2020-04-08,DP
W0259,Kritik des Gothaer Programms,,de,G15,SP0005,1971,Minzu chubanshe,19XX,no,,,,,2018-07-13,MG,2020-04-08,DP
W0259,哥达纲领批评,,zh,G15,SP0005,1971,Minzu chubanshe,19XX,no,,,,,2018-07-13,MG,2020-04-08,DP
W0259,Ge da gang ling pi ping,,zh-Latn-pinyin,G15,SP0005,1971,Minzu chubanshe,19XX,no,,,,,2018-07-13,MG,2020-04-08,DP
W0260,Ökonomisch-philosophischen Manuskripte aus dem Jahre 1844,,de,G24,SP0005,1979,Renmin chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0260,1844年经濟学哲学手稿,,zh,G24,SP0005,1979,Renmin chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0260,1844 nian jing ji xue zhe xue shou gao,,zh-Latn-pinyin,G24,SP0005,1979,Renmin chubanshe,19XX,,,,,,2018-07-13,MG,2020-04-08,DP
W0261,La Révolution Française,,fr,G19,SP0005,1958,Sanlian shudian,19XX,yes,,,,,2018-07-17,MG,2020-04-08,DP
W0261,法国大革命史,,zh,G19,SP0005,1958,Sanlian shudian,19XX,yes,,,,,2018-07-17,MG,2020-04-08,DP
W0261,Fa guo da ge ming shi,,zh-Latn-pinyin,G19,SP0005,1958,Sanlian shudian,19XX,yes,,,,,2018-07-17,MG,2020-04-08,DP
W0262,Karl Marx,Geschichte seines Lebens,de,G02,SP0005,1973,Renmin chubanshe,19XX,,,,,,2018-07-17,MG,2020-04-08,DP
W0262,马克思传,,zh,G02,SP0005,1973,Renmin chubanshe,19XX,,,,,,2018-07-17,MG,2020-04-08,DP
W0262,Makesi zhuan,,zh-Latn-pinyin,G02,SP0005,1973,Renmin chubanshe,19XX,,,,,,2018-07-17,MG,2020-04-08,DP
W0263,Histoire de France,,fr,G41,SP0005,1964,Shangwu yin shuguan,19XX,yes,,,,,2018-07-20,MG,2020-04-08,DP
W0263,法国史,,zh,G41,SP0005,1964,Shangwu yin shuguan,19XX,yes,,,,,2018-07-20,MG,2020-04-08,DP
W0263,Faguo shi,,zh-Latn-pinyin,G41,SP0005,1964,Shangwu yin shuguan,19XX,yes,,,,,2018-07-20,MG,2020-04-08,DP
