person_id,family_name,first_name,name_lang,sex,rustication,rustication_start,rustication_end,place_of_rust,birthyear,deathyear,alt_name,alt_name_lang,place_of_birth,social_position,neibu_access,source_id_1,page_number_1,source_id_2,page_number_2,commentary,note,created,created_by,last_modified,last_modified_by
P0134,Lin,Mang,en,male,yes,1969,1975,PL0022,1949,,Zhang Jianzhong,en,PL0104,S03,,SS00045,291,http://club.kdnet.net/dispbbs.asp?id=2621201&boardid=2&page=6&uid=&usernames=&userids=&action=,ONLINE SOURCE,,,2017-08-11,MG,2018-01-16,OS
P0134,林,莽,zh,male,yes,1969,1975,PL0022,1949,,张建中,zh,PL0104,S03,,SS00045,291,http://club.kdnet.net/dispbbs.asp?id=2621201&boardid=2&page=6&uid=&usernames=&userids=&action=,ONLINE SOURCE,,,2017-08-11,MG,2018-01-16,OS
P0135,Liao,Yiwu,en,male,NULL,NULL,NULL,NULL,1958,,Lao Wei,en,PL0062,NULL,NULL,https://de.wikipedia.org/wiki/Liao_Yiwu,ONLINE SOURCE,,,,,2017-08-11,MG,2017-12-19,MG
P0135,廖,亦武,zh,male,NULL,NULL,NULL,NULL,1958,,老威,zh,PL0062,NULL,NULL,https://de.wikipedia.org/wiki/Liao_Yiwu,ONLINE SOURCE,,,,,2017-08-11,MG,2017-11-06,OS
P0136,Bao,Jia,en,male,yes,1970,1972,PL0072,1954,NULL,,,PL0002,,,SS00110,495,,,,,2017-08-26,MG,2018-01-12,OS
P0136,宝,嘉,zh,male,yes,1970,1972,PL0072,1954,NULL,,,PL0002,,,SS00110,495,,,,,2017-08-26,MG,2018-01-12,OS
P0137,Fan,Qian,en,male,no,NULL,NULL,NULL,1940..1960,,,,PL0003,,,SS00163,353,,,,,2017-08-31,MG,2018-02-09,OS
P0137,范,迁,zh,male,no,NULL,NULL,NULL,1940..1960,,,,PL0003,,,SS00163,353,,,,,2017-08-31,MG,2018-02-09,OS
P0138,Bao,Kun,en,male,no,NULL,NULL,NULL,1953,NULL,NULL,NULL,PL0002,unknown,,SS00111,196,,,,,2017-08-31,MG,2017-12-19,MG
P0138,鲍,昆,zh,male,no,NULL,NULL,NULL,1953,NULL,NULL,NULL,PL0002,unknown,,SS00111,196,,,,,2017-08-31,MG,2017-12-19,MG
P0139,Xiao,Xiao,en,female,unknown,NULL,NULL,NULL,19XX,,,,,,,http://cn.rfi.fr/%E4%B8%AD%E5%9B%BD/20130322-%E5%BB%96%E4%BA%A6%E6%AD%A6%E7%BA%AA%E5%AE%9E%E6%96%87%E5%AD%A6%E6%9C%89%E8%99%9A%E6%9E%84%E6%88%90%E4%BB%BD%EF%BC%9F,ONLINE SOURCE,,,,,2017-08-31,MG,2018-02-08,OS
P0139,萧,萧,zh,female,unknown,NULL,NULL,NULL,19XX,,,,,,,http://cn.rfi.fr/%E4%B8%AD%E5%9B%BD/20130322-%E5%BB%96%E4%BA%A6%E6%AD%A6%E7%BA%AA%E5%AE%9E%E6%96%87%E5%AD%A6%E6%9C%89%E8%99%9A%E6%9E%84%E6%88%90%E4%BB%BD%EF%BC%9F,ONLINE SOURCE,,,,,2017-08-31,MG,2018-02-08,OS
P0140,Chen,Danqing,en,male,yes,1970,1978,PL0067,1953,,NULL,NULL,PL0003,NULL,,SS00157,74,https://baike.baidu.com/item/%E9%99%88%E4%B8%B9%E9%9D%92/59356,ONLINE SOURCE,,,2017-08-31,MG,2018-02-02,WH
P0140,陈,丹青,zh,male,yes,1970,1978,PL0067,1953,,NULL,NULL,PL0003,NULL,,SS00157,74,https://baike.baidu.com/item/%E9%99%88%E4%B8%B9%E9%9D%92/59356,ONLINE SOURCE,,,2017-08-31,MG,2018-02-02,WH
P0141,Deledda,Grazia,en,female,NULL,NULL,NULL,NULL,1871,1936,NULL,NULL,PL0068,NULL,NULL,https://de.wikipedia.org/wiki/Grazia_Deledda,ONLINE SOURCE,,,,,2017-09-06,CW,2017-12-23,MG
P0141,格拉齐亚,黛莱达,zh,female,NULL,NULL,NULL,NULL,1871,1936,NULL,NULL,PL0068,NULL,NULL,https://de.wikipedia.org/wiki/Grazia_Deledda,ONLINE SOURCE,,,,,2017-09-06,CW,2017-12-23,MG
P0142,Lin,Da,en,female,yes,unknown,/~1978,PL0008,1952,,Dinglin,en,PL0003,,,https://baike.baidu.com/item/%E6%9E%97%E8%BE%BE/10490620,ONLINE SOURCE,,,,,2017-09-06,CW,2018-02-02,WH
P0142,林,达,zh,female,yes,unknown,/~1978,PL0008,1952,,丁林,zh,PL0003,,,https://baike.baidu.com/item/%E6%9E%97%E8%BE%BE/10490620,ONLINE SOURCE,,,,,2017-09-06,CW,2018-02-02,WH
P0145,Brontë,Charlotte,en,female,NULL,NULL,NULL,NULL,1816,1855,Currer Bell,en,PL0071,NULL,NULL,https://de.wikipedia.org/wiki/Charlotte_Bront%C3%AB,,,,,,2017-09-22,MG,2017-10-13,MG
P0145,勃朗特,夏綠蒂,zh,female,NULL,NULL,NULL,NULL,1816,1855,,,PL0071,NULL,NULL,https://de.wikipedia.org/wiki/Charlotte_Bront%C3%AB,,,,,,2017-09-22,MG,2017-10-13,MG
P0150,Link,Perry,en,male,NULL,NULL,NULL,NULL,1944,,NULL,NULL,PL0050,NULL,NULL,https://en.wikipedia.org/wiki/Perry_Link,,https://zh.wikipedia.org/wiki/%E6%9E%97%E5%9F%B9%E7%91%9E,,,,2017-09-22,MG,2018-03-13,WH
P0150,林,培瑞,zh,male,NULL,NULL,NULL,NULL,1944,,NULL,NULL,PL0050,NULL,NULL,https://en.wikipedia.org/wiki/Perry_Link,,https://zh.wikipedia.org/wiki/%E6%9E%97%E5%9F%B9%E7%91%9E,,,,2017-09-22,MG,2018-03-13,WH
P0151,Camus,Albert,fr,male,NULL,NULL,NULL,NULL,1913,1960,NULL,NULL,PL0073,NULL,NULL,https://de.wikipedia.org/wiki/Albert_Camus,,,,,,2017-09-22,MG,2017-12-23,MG
P0151,加缪,阿尔贝,zh,male,NULL,NULL,NULL,NULL,1913,1960,NULL,NULL,PL0073,NULL,NULL,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E8%B4%9D%C2%B7%E5%8A%A0%E7%BC%AA,,,,,,2017-09-22,MG,2017-12-23,MG
P0152,Cao,Xueqin,en,male,NULL,NULL,NULL,NULL,[1715..1724],"[1762, 1763]",,,PL0090,NULL,NULL,https://de.wikipedia.org/wiki/Der_Traum_der_Roten_Kammer,,https://baike.baidu.com/item/%E6%9B%B9%E9%9B%AA%E8%8A%B9/14919,,,,2017-09-22,MG,2018-03-13,WH
P0152,曹,雪芹,zh,male,NULL,NULL,NULL,NULL,[1715..1724],"[1762, 1763]",,,PL0090,NULL,NULL,https://zh.wikipedia.org/wiki/%E6%9B%B9%E9%9B%AA%E8%8A%B9,,https://baike.baidu.com/item/%E6%9B%B9%E9%9B%AA%E8%8A%B9/14919,,,,2017-09-22,MG,2018-03-13,WH
P0153,Yu,Pingbo,en,male,NULL,NULL,NULL,NULL,1900,1990,Yu Mingheng,en,PL0082,S03,,https://en.wikipedia.org/wiki/Yu_Pingbo,,https://baike.baidu.com/item/%E4%BF%9E%E5%B9%B3%E4%BC%AF/170203?fr=aladdin,,he was persecuted and sent to Henan during the CR,,2017-09-22,MG,2018-02-06,WH
P0153,俞,平伯,zh,male,NULL,NULL,NULL,NULL,1900,1990,俞銘衡,zh,PL0082,S03,,https://en.wikipedia.org/wiki/Yu_Pingbo,,https://baike.baidu.com/item/%E4%BF%9E%E5%B9%B3%E4%BC%AF/170203?fr=aladdin,,he was persecuted and sent to Henan during the CR,,2017-09-22,MG,2018-02-06,WH
P0154,Yan,Lianke,en,male,no,NULL,NULL,NULL,1958,,NULL,NULL,PL0077,S09,,https://de.wikipedia.org/wiki/Yan_Lianke,,,,,,2017-09-22,MG,2017-11-06,OS
P0154,阎,连科,zh,male,no,NULL,NULL,NULL,1958,,NULL,NULL,PL0077,S09,,https://paper-republic.org/authors/yan-lianke/,,,,,,2017-09-22,MG,2017-11-06,OS
P0157,Li,Dazhao,en,male,NULL,NULL,NULL,NULL,1889,1927,,,PL0076,,,http://www.xujuneberlein.com/rem72.html,,,,,,2017-09-24,CW,2018-02-02,WH
P0157,李,大釗,zh,male,NULL,NULL,NULL,NULL,1889,1927,,,PL0076,,,http://www.xujuneberlein.com/rem72.html,,,,,,2017-09-24,CW,2018-02-02,WH
P0158,Chaplin,Charlie,en,male,NULL,NULL,NULL,NULL,1889,1977,Charles Spencer Chaplin,en,PL0036,NULL,NULL,https://de.wikipedia.org/wiki/Charlie_Chaplin,,,,,,2017-09-27,MG,2018-02-02,WH
P0158,卓别林,查理,zh,male,NULL,NULL,NULL,NULL,1889,1977,查尔斯 斯宾赛,zh,PL0036,NULL,NULL,https://zh.wikipedia.org/wiki/%E6%9F%A5%E7%90%86%C2%B7%E5%8D%93%E5%88%AB%E6%9E%97,,,,,,2017-09-27,MG,2018-02-02,WH
P0159,Chekhov,Anton,en,male,NULL,NULL,NULL,NULL,1860,1904,NULL,NULL,PL0078,NULL,NULL,https://en.wikipedia.org/wiki/Anton_Chekhov,,,,,,2017-09-27,MG,2018-02-02,WH
P0159,契诃夫,安东,zh,male,NULL,NULL,NULL,NULL,1860,1904,NULL,NULL,PL0078,NULL,NULL,https://en.wikipedia.org/wiki/Anton_Chekhov,,,,,,2017-09-27,MG,2018-02-02,WH
P0159,Че́хов,Анто́н,ru,male,NULL,NULL,NULL,NULL,1860,1904,NULL,NULL,PL0078,NULL,NULL,https://en.wikipedia.org/wiki/Anton_Chekhov,,,,,,2017-09-27,MG,2017-12-23,MG
P0160,Dickens,Charles,en,male,NULL,NULL,NULL,NULL,1812,1870,NULL,NULL,PL0083,NULL,NULL,https://en.wikipedia.org/wiki/Charles_Dickens,,,,,,2017-09-29,MG,2017-12-23,MG
P0160,狄更斯,查尔斯,zh,male,NULL,NULL,NULL,NULL,1812,1870,NULL,NULL,PL0083,NULL,NULL,https://en.wikipedia.org/wiki/Charles_Dickens,,,,,,2017-09-29,MG,2017-12-23,MG
P0161,Chernyshevsky,Nikolay Gavrilovich,en,male,NULL,NULL,NULL,NULL,1828,1889,NULL,NULL,PL0079,NULL,NULL,https://en.wikipedia.org/wiki/Nikolay_Chernyshevsky,,,,,,2017-09-29,MG,2017-12-23,MG
P0161,车尔尼雪夫斯基,尼古拉 加夫里诺维奇,zh,male,NULL,NULL,NULL,NULL,1828,1889,NULL,NULL,PL0079,NULL,NULL,https://en.wikipedia.org/wiki/Nikolay_Chernyshevsky,,,,,,2017-09-29,MG,2017-12-23,MG
P0161,Николай,Гаврилович Чернышевский,ru,male,NULL,NULL,NULL,NULL,1828,1889,NULL,NULL,PL0079,NULL,NULL,https://en.wikipedia.org/wiki/Nikolay_Chernyshevsky,,,,,,2017-09-29,MG,2017-12-23,MG
P0162,Hai,Mo,en,male,NULL,NULL,NULL,NULL,1923,1968,,,PL0105,NULL,NULL,https://baike.baidu.com/item/%E6%B5%B7%E9%BB%98,,,,,,2017-10-03,MG,2017-12-23,MG
P0162,海,默,zh,male,NULL,NULL,NULL,NULL,1923,1968,张泽藩,zh,PL0105,NULL,NULL,https://baike.baidu.com/item/%E6%B5%B7%E9%BB%98,,,,,,2017-10-03,MG,2017-12-23,MG
P0163,Li,Shu,en,male,NULL,NULL,NULL,NULL,1883,1954,,,PL0081,,,https://zh.wikipedia.org/wiki/%E9%BB%8E%E6%BE%8D,,https://www.renminbao.com/rmb/articles/2016/3/28/63207b.html,,,,2017-10-03,MG,2018-02-07,WH
P0163,黎,澍,zh,male,NULL,NULL,NULL,NULL,1883,1954,,,PL0081,,,https://zh.wikipedia.org/wiki/%E9%BB%8E%E6%BE%8D,,https://www.renminbao.com/rmb/articles/2016/3/28/63207b.html,,,,2017-10-03,MG,2018-02-07,WH
P0164,Chen,Jingrong,en,female,NULL,NULL,NULL,NULL,1917,1989,,,PL0006,,,https://zh.wikipedia.org/wiki/%E9%99%88%E6%95%AC%E5%AE%B9,,https://baike.baidu.com/item/%E9%99%88%E6%95%AC%E5%AE%B9,,,,2017-10-03,MG,2018-02-07,WH
P0164,陈,敬容,zh,female,NULL,NULL,NULL,NULL,1917,1989,陈懿范,zh,PL0006,,,https://zh.wikipedia.org/wiki/%E9%99%88%E6%95%AC%E5%AE%B9,,https://baike.baidu.com/item/%E9%99%88%E6%95%AC%E5%AE%B9,,,,2017-10-03,MG,2018-02-07,WH
P0166,Wu,,en,female,NULL,NULL,NULL,NULL,,,,,,,,SS00029,116,,,,,2017-10-03,MG,2018-10-25,DP
P0166,巫,,zh,female,NULL,NULL,NULL,NULL,,,,,,,,SS00029,116,,,,,2017-10-03,MG,2018-10-25,DP
P0167,Yan,Wenliang,en,male,NULL,NULL,NULL,NULL,1893,1988,,,PL0082,,,https://zh.wikipedia.org/wiki/%E9%A1%8F%E6%96%87%E6%A8%91,,,,,,2017-10-03,MG,2018-02-07,WH
P0167,颜,文樑,zh,male,NULL,NULL,NULL,NULL,1893,1988,,,PL0082,,,https://zh.wikipedia.org/wiki/%E9%A1%8F%E6%96%87%E6%A8%91,,,,,,2017-10-03,MG,2018-02-07,WH
P0168,Xiao,Xia,en,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00133,ONLINE SOURCE,,,,CHECK GENDER,2017-10-03,MG,2018-10-25,DP
P0168,小,霞,zh,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00133,ONLINE SOURCE,,,,,2018-02-19,MG,2018-10-25,DP
P0169,Wang,Hanying,en,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00207,ONLINE SOURCE,,,,CHECK GENDER,2017-10-03,MG,2018-10-25,DP
P0169,汪,含英,zh,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00207,ONLINE SOURCE,,,,CHECK GENDER,2018-02-19,MG,2018-10-25,DP
P0171,Teacher Ling,,en,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00006,136?,,,worked in the reference department of Jiangsu Provincial Song and Dance Troupe,CHECK GENDER,2017-10-03,MG,2018-10-25,DP
P0171,凌老师,,zh,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00006,136?,,,worked in the reference department of Jiangsu Provincial Song and Dance Troupe,CHECK GENDER,2017-10-03,MG,2018-10-25,DP
P0172,anon,Zhenzhen,en,unknown,NULL,NULL,NULL,NULL,,,,,,,,http://none,,,,,CHECK GENDER,2017-10-03,MG,2018-11-01,MG
P0173,Liu,Nina,en,female,unknown,NULL,NULL,NULL,unknown,unknown,NULL,NULL,,NULL,NULL,SS00006,137,,,,,2017-10-03,MG,2018-07-04,MG
P0173,刘,妮娜,zh,female,unknown,NULL,NULL,NULL,unknown,unknown,NULL,NULL,,NULL,NULL,SS00006,137,,,,,2017-10-03,MG,2018-07-04,MG
P0174,Mao,Zedong,en,male,NULL,NULL,NULL,NULL,1893,1976,NULL,NULL,PL0080,NULL,NULL,https://en.wikipedia.org/wiki/Mao_Zedong,ONLINE SOURCE,,,,,2017-10-03,MG,2017-12-23,MG
P0174,毛,泽东,zh,male,NULL,NULL,NULL,NULL,1893,1976,NULL,NULL,PL0080,NULL,NULL,https://en.wikipedia.org/wiki/Mao_Zedong,ONLINE SOURCE,,,,,2017-10-03,MG,2017-12-23,MG
P0175,Peng,Yilin,en,unknown,NULL,NULL,NULL,NULL,,,,,,,,SS00154,532,,,,CHECK GENDER,2017-10-03,MG,2018-10-25,DP
P0176,Dedijer,Vladimir,en,male,NULL,NULL,NULL,NULL,1914,1990,NULL,NULL,PL0088,NULL,NULL,https://de.wikipedia.org/wiki/Vladimir_Dedijer,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0176,杰吉耶尔,弗拉吉米尔,zh,male,NULL,NULL,NULL,NULL,1914,1990,NULL,NULL,PL0088,NULL,NULL,https://de.wikipedia.org/wiki/Vladimir_Dedijer,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0177,De Santis,Giuseppe,it,male,NULL,NULL,NULL,NULL,1917,1997,NULL,NULL,PL0086,NULL,NULL,https://de.wikipedia.org/wiki/Giuseppe_De_Santis,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0177,德桑蒂斯,朱塞佩,zh,male,NULL,NULL,NULL,NULL,1917,1997,NULL,NULL,PL0086,NULL,NULL,https://de.wikipedia.org/wiki/Giuseppe_De_Santis,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0178,Darwin,Charles,en,male,NULL,NULL,NULL,NULL,1809,1882,NULL,NULL,PL0085,NULL,NULL,https://de.wikipedia.org/wiki/Charles_Darwin,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0178,达尔文,查尔斯,zh,male,NULL,NULL,NULL,NULL,1809,1882,NULL,NULL,PL0085,NULL,NULL,https://de.wikipedia.org/wiki/Charles_Darwin,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0179,Crankshaw,Edward,en,male,NULL,NULL,NULL,NULL,1909,1984,NULL,NULL,PL0087,NULL,NULL,https://en.wikipedia.org/wiki/Edward_Crankshaw,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0179,克兰克肖,爱德华,zh,male,NULL,NULL,NULL,NULL,1909,1984,NULL,NULL,PL0087,NULL,NULL,https://en.wikipedia.org/wiki/Edward_Crankshaw,ONLINE SOURCE,,,,,2017-10-08,MG,2017-12-23,MG
P0180,Song,Yongyi,en,male,no,NULL,NULL,NULL,1949,,Xiao Xiao,en,PL0003,,,https://fr.wikipedia.org/wiki/Song_Yongyi,ONLINE SOURCE,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%B0%B8%E6%AF%85,ONLINE SOURCE,,,2017-10-09,MG,2018-02-06,WH
P0180,宋,永毅,zh,male,no,NULL,NULL,NULL,1949,,肖潇,zh,PL0003,,,https://fr.wikipedia.org/wiki/Song_Yongyi,ONLINE SOURCE,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%B0%B8%E6%AF%85,ONLINE SOURCE,,,2017-10-09,MG,2018-02-06,WH
P0181,Marx,Karl,en,male,NULL,NULL,NULL,NULL,1818,1883,NULL,NULL,PL0095,NULL,NULL,https://en.wikipedia.org/wiki/Karl_Marx,ONLINE SOURCE,,,,,2017-10-24,MG,2017-12-23,MG
P0181,马克思,卡尔,zh,male,NULL,NULL,NULL,NULL,1818,1883,NULL,NULL,PL0095,NULL,NULL,https://en.wikipedia.org/wiki/Karl_Marx,ONLINE SOURCE,,,,,2017-10-24,MG,2017-12-23,MG
P0182,Lenin,Vladimir,en,male,NULL,NULL,NULL,NULL,1870,1924,Vladimir Ilyich Ulyanov,en,PL0094,NULL,NULL,https://en.wikipedia.org/wiki/Vladimir_Lenin,ONLINE SOURCE,,,,,2017-10-24,MG,2017-12-23,MG
P0182,列寧,弗拉基米尔,zh,male,NULL,NULL,NULL,NULL,1870,1924,弗拉基米尔 伊里奇 列宁,zh,PL0094,NULL,NULL,https://en.wikipedia.org/wiki/Vladimir_Lenin,ONLINE SOURCE,,,,,2017-10-24,MG,2017-12-23,MG
P0182,Ленин,Владимир,ru,male,NULL,NULL,NULL,NULL,1870,1924,Влади́мир Ильи́ч Улья́нов,ru,PL0094,NULL,NULL,https://en.wikipedia.org/wiki/Vladimir_Lenin,ONLINE SOURCE,,,,,2017-10-24,MG,2017-12-23,MG
P0183,Li,Ruzhen,en,male,NULL,NULL,NULL,NULL,1763,1830,Songsh Daoren,en,PL0002,NULL,NULL,https://en.wikipedia.org/wiki/Li_Ruzhen,ONLINE SOURCE,,,,,2017-10-25,MG,2017-12-23,MG
P0183,李,汝珍,zh,male,NULL,NULL,NULL,NULL,1763,1830,松石道人,zh,PL0002,NULL,NULL,https://en.wikipedia.org/wiki/Li_Ruzhen,ONLINE SOURCE,,,,,2017-10-25,MG,2017-12-23,MG
P0184,Fan,Zhen,en,male,NULL,NULL,NULL,NULL,0450,0515,NULL,NULL,PL0097,NULL,NULL,https://en.wikipedia.org/wiki/Fan_Zhen,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0184,范,缜,zh,male,NULL,NULL,NULL,NULL,0450,0515,NULL,NULL,PL0097,NULL,NULL,https://en.wikipedia.org/wiki/Fan_Zhen,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0185,Yi,Jia,en,male,NULL,NULL,NULL,NULL,-0200,-0169,Yi Sheng,en,PL0077,NULL,NULL,https://en.wikipedia.org/wiki/Jia_Yi,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0185,贾,谊,zh,male,NULL,NULL,NULL,NULL,-0200,-0169,贾生,zh,PL0077,NULL,NULL,https://en.wikipedia.org/wiki/Jia_Yi,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0186,Kongzi,,en,male,NULL,NULL,NULL,NULL,-0551,-0479,Kong Fuzi,en,PL0098,NULL,NULL,https://de.wikipedia.org/wiki/Konfuzius,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0186,孔子,,zh,male,NULL,NULL,NULL,NULL,-0551,-0479,孔夫子,zh,PL0098,NULL,NULL,https://de.wikipedia.org/wiki/Konfuzius,ONLINE SOURCE,,,,,2017-10-30,MG,2018-10-25,DP
P0187,Kuan,Huan,en,male,NULL,NULL,NULL,NULL,unknown,unknown,NULL,NULL,PL0099,NULL,NULL,https://zh.wikipedia.org/wiki/%E6%A1%93%E5%AF%AC,ONLINE SOURCE,,,,,2017-10-30,MG,2017-12-23,MG
P0187,桓,宽,zh,male,NULL,NULL,NULL,NULL,unknown,unknown,NULL,NULL,PL0099,NULL,NULL,https://zh.wikipedia.org/wiki/%E6%A1%93%E5%AF%AC,ONLINE SOURCE,,,,,2017-10-30,MG,2017-12-23,MG
P0999,anonymous,,en,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,,2017-11-07,DP,2017-11-07,DP
P0999,无名,,zh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,,2017-11-07,DP,2017-11-07,DP
P0188,Salinger,Jerome David,en,male,NULL,NULL,NULL,NULL,1919,2010,NULL,NULL,PL0050,NULL,NULL,https://de.wikipedia.org/wiki/J._D._Salinger,ONLINE SOURCE,,,,,2017-12-14,MG,2017-12-23,MG
P0188,塞林格,杰罗姆 大卫,zh,male,NULL,NULL,NULL,NULL,1919,2010,NULL,NULL,PL0050,NULL,NULL,https://de.wikipedia.org/wiki/J._D._Salinger,ONLINE SOURCE,,,,,2017-12-14,MG,2017-12-23,MG
P0189,Turgenev,Ivan Sergeyevich,en,male,NULL,NULL,NULL,NULL,1818,1883,NULL,NULL,PL0030,NULL,NULL,https://en.wikipedia.org/wiki/Ivan_Turgenev,ONLINE SOURCE,,,,,2017-12-14,MG,2017-12-23,MG
P0189,Турге́нев,Ива́н Серге́евич,ru,male,NULL,NULL,NULL,NULL,1818,1883,NULL,NULL,PL0030,NULL,NULL,https://en.wikipedia.org/wiki/Ivan_Turgenev,ONLINE SOURCE,,,,,2017-12-14,MG,2017-12-23,MG
P0189,屠格涅夫,伊万 谢尔盖耶维奇,zh,male,NULL,NULL,NULL,NULL,1818,1883,NULL,NULL,PL0030,NULL,NULL,https://en.wikipedia.org/wiki/Ivan_Turgenev,ONLINE SOURCE,,,,,2017-12-14,MG,2017-12-23,MG
P0190,Ilin,Mikhail,en,male,NULL,NULL,NULL,NULL,1895,1953,NULL,NULL,PL0197,NULL,NULL,http://worldcat.org/identities/viaf-97149066624865602270/,ONLINE SOURCE,https://zh.wikipedia.org/wiki/%E7%B1%B3%C2%B7%E4%BC%8A%E6%9E%97,,,,2017-12-19,MG,2018-03-13,WH
P0190,伊林,米,zh,male,NULL,NULL,NULL,NULL,1895,1953,NULL,NULL,PL0197,NULL,NULL,http://worldcat.org/identities/viaf-97149066624865602270/,ONLINE SOURCE,https://zh.wikipedia.org/wiki/%E7%B1%B3%C2%B7%E4%BC%8A%E6%9E%97,,,,2017-12-19,MG,2018-03-13,WH
P0190,Ильин,Михаил,ru,male,NULL,NULL,NULL,NULL,1895,1953,NULL,NULL,PL0197,NULL,NULL,http://worldcat.org/identities/viaf-97149066624865602270/,ONLINE SOURCE,https://zh.wikipedia.org/wiki/%E7%B1%B3%C2%B7%E4%BC%8A%E6%9E%97,,,,2017-12-19,MG,2018-03-13,WH
P0191,Wang,Yinglin,en,male,NULL,NULL,NULL,NULL,1223,1296,NULL,NULL,PL0069,,NULL,http://www.chinaknowledge.de/History/Song/personswangyinglin.html,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0191,王,應麟,zh,male,NULL,NULL,NULL,NULL,1223,1296,NULL,NULL,PL0069,,NULL,http://www.chinaknowledge.de/History/Song/personswangyinglin.html,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0192,Feng,Menglong,en,male,NULL,NULL,NULL,NULL,1574,1646,NULL,NULL,PL0103,,NULL,https://en.wikipedia.org/wiki/Feng_Menglong,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0192,冯,梦龙,zh,male,NULL,NULL,NULL,NULL,1574,1646,NULL,NULL,PL0103,,NULL,https://en.wikipedia.org/wiki/Feng_Menglong,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0193,Stalin,Joseph Vissarionovich,en,male,NULL,NULL,NULL,NULL,1878,1953,NULL,NULL,PL0105,,NULL,https://en.wikipedia.org/wiki/Joseph_Stalin,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0193,Сталин,Иосиф Виссарионович,ru,male,NULL,NULL,NULL,NULL,1878,1953,NULL,NULL,PL0105,,NULL,https://en.wikipedia.org/wiki/Joseph_Stalin,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0194,Lin,Liguo,en,male,no,NULL,NULL,NULL,1946,1971,NULL,NULL,unknown,,yes,SS00124,544,,,"1945 and 1946 can be found for his birth year, academic publications rather stick to 1946. Generally speaking, few information is known about his early years.",,2017-12-23,OS,2018-10-25,DP
P0194,林,立果,zh,male,no,NULL,NULL,NULL,1946,1971,NULL,NULL,unknown,,yes,SS00124,544,,,"1945 and 1946 can be found for his birth year, academic publications rather stick to 1946. Generally speaking, few information is known about his early years.",,2017-12-23,OS,2018-10-25,DP
P0195,Pantsov,Alexander,en,male,NULL,NULL,NULL,NULL,1955,,NULL,NULL,PL0106,,NULL,https://prabook.com/web/alexander_vadimovich.pantsov/640626,ONLINE SOURCE,,,,,2017-12-23,OS,2017-12-23,OS
P0196,Sun Chang,Kang-i,en,male,NULL,NULL,NULL,NULL,1944,,NULL,NULL,PL0002,NULL,NULL,https://en.wikipedia.org/wiki/Kang-i_Sun_Chang,ONLINE SOURCE,,,,,2017-12-29,OS,2017-12-29,OS
P0196,孫,康宜,zh,male,NULL,NULL,NULL,NULL,1944,,NULL,NULL,PL0002,NULL,NULL,https://en.wikipedia.org/wiki/Kang-i_Sun_Chang,ONLINE SOURCE,,,,,2017-12-29,OS,2017-12-29,OS
P0197,Fang,Zifen,en,male,no,NULL,NULL,NULL,1941,,NULL,NULL,PL0090,,,SS00139,ONLINE SOURCE,http://m.sohu.com/n/383618360/,,,,2018-01-04,MG,2018-03-13,WH
P0197,方,子奋,zh,male,no,NULL,NULL,NULL,1941,,NULL,NULL,PL0090,,,SS00139,ONLINE SOURCE,http://m.sohu.com/n/383618360/,,,,2018-01-04,MG,2018-03-13,WH
P0198,Chen,Zhiqiong,en,male,unknown,NULL,NULL,NULL,,,Chen Maozi,en,,,,SS00139,ONLINE SOURCE,,,He was also in prison with Fang Zifen.,,2018-01-04,MG,2018-02-02,WH
